chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr3	187730000	187735000	chr3	189145000	189150000	0,0,0	3.6312375	0.99735963	2.4785047	1.8842962	2.0029068	4.262513	1.158332	5.937443
chr3	46925000	46930000	chr3	46980000	46985000	0,0,0	2.8773663	0.979171	1.8170221	1.152934	1.6529227	2.8469803	0.66317487	3.8718107
chr3	100460000	100465000	chr3	100715000	100720000	0,0,0	2.4959805	0.94554806	1.7169445	0.7649927	1.037017	2.230745	0.41599777	2.9107387
chr3	51270000	51275000	chr3	51365000	51370000	0,0,0	3.356685	0.96663517	1.803237	1.6190889	1.6494781	1.961416	0.6832784	3.400606
chr3	136545000	136550000	chr3	136750000	136755000	0,0,0	2.7874098	0.95707124	1.5946836	1.3073677	1.4513993	1.9864354	0.6413531	3.14854
chr3	197060000	197070000	chr3	197170000	197180000	0,0,0	2.230187	0.98954153	1.802159	1.08933	1.4308188	5.619238	0.61169165	6.587531
chr3	177360000	177370000	chr3	178380000	178390000	0,0,0	3.4843805	0.9972051	1.8512392	3.1023858	4.371843	5.330045	1.2452868	8.087721
chr3	25440000	25450000	chr3	25590000	25600000	0,0,0	2.9853835	0.9962999	1.6397153	2.2302437	2.8289485	3.6175444	1.1056017	5.5999837
chr3	146585000	146590000	chr3	146635000	146640000	0,0,0	2.7296715	1.0	1.6969372	0.63289434	1.2481788	2.0841742	0.5304203	2.6467469
chr3	160960000	160965000	chr3	161225000	161230000	0,0,0	2.980969	0.9648786	1.848046	1.2219278	1.3779497	2.263134	0.6082999	3.349292
chr3	17425000	17430000	chr3	17840000	17845000	0,0,0	6.564055	0.99967587	3.334627	2.730886	4.8115196	5.6078367	1.547276	8.035291
chr3	141585000	141590000	chr3	141735000	141740000	0,0,0	2.9218707	0.9467231	1.8699514	0.82717234	1.2360494	2.1972923	0.5616137	2.9325566
chr3	138945000	138950000	chr3	139325000	139330000	0,0,0	5.5709343	0.9961947	3.21082	2.0864434	2.6451213	3.7173212	1.2045852	5.5719376
chr3	138065000	138070000	chr3	138115000	138120000	0,0,0	3.843012	0.98799413	1.867791	1.9127543	2.5955417	2.7225924	0.82188404	4.4228187
chr3	157865000	157870000	chr3	158435000	158440000	0,0,0	2.7911503	0.9938559	1.7840288	1.0588931	2.3418257	4.151549	0.7155561	5.0927873
chr3	69440000	69445000	chr3	69665000	69670000	0,0,0	4.0426497	0.994513	2.4818563	1.8385881	2.221185	3.5716078	0.794496	5.2059083
chr3	149390000	149395000	chr3	149480000	149485000	0,0,0	6.561269	1.0	3.554493	2.0483556	3.334046	4.26586	1.211273	6.086621
chr3	129820000	129830000	chr3	130100000	130110000	0,0,0	3.0843484	0.99207497	1.61121	1.5120583	2.8546307	3.4941778	1.1753873	4.8382297
chr3	184415000	184420000	chr3	184780000	184785000	0,0,0	3.059864	0.9766365	1.9135697	1.3707154	1.5137774	2.5385573	0.6628308	3.756971
chr3	99020000	99025000	chr3	99750000	99755000	0,0,0	4.027114	0.99774617	2.552159	1.7268604	2.6250217	4.5607753	1.4162791	6.0957623
chr3	9510000	9520000	chr3	9630000	9640000	0,0,0	2.42968	0.9792023	1.8088217	1.3019823	1.6602789	4.6314645	0.69509506	5.788782
chr3	128480000	128490000	chr3	128580000	128590000	0,0,0	2.038359	0.940686	1.6030831	0.94385374	1.0418196	3.6978154	0.47790024	4.5367966
chr3	188290000	188295000	chr3	188950000	188955000	0,0,0	3.568583	0.98925626	1.896745	1.8316514	2.4030457	2.9057662	0.8976042	4.5339007
chr3	32730000	32735000	chr3	32935000	32940000	0,0,0	5.6077485	0.9976207	2.6528711	2.756922	3.5957224	3.5909865	1.0233951	6.0415835
chr3	27135000	27140000	chr3	27465000	27470000	0,0,0	3.6363866	1.0	2.000293	1.2264886	1.4317237	1.8186849	0.5430725	2.9088972
chr3	8500000	8505000	chr3	8625000	8630000	0,0,0	2.5696228	0.95746183	1.4598522	1.0400211	1.610836	2.2332182	0.5159006	3.1576815
chr3	46490000	46495000	chr3	46630000	46635000	0,0,0	3.3623383	0.9820832	2.1709259	1.2373388	1.6083786	2.922576	0.6524892	4.022433
chr3	168040000	168045000	chr3	168845000	168850000	0,0,0	3.806385	0.9811006	1.744139	2.0427139	2.338595	2.1532927	0.75584865	3.9690385
chr3	19350000	19355000	chr3	19540000	19545000	0,0,0	4.866841	0.99846476	2.320719	3.1937764	3.6998706	3.6408358	1.1710882	6.479748
chr3	190515000	190520000	chr3	190585000	190590000	0,0,0	1.9349536	0.90779656	1.3251723	0.5992049	0.8742963	1.8513781	0.29962733	2.3840048
chr3	186860000	186870000	chr3	187060000	187070000	0,0,0	2.5581086	0.9871871	1.8184943	1.655237	2.0424402	4.8817606	1.047113	6.353082
chr3	194470000	194475000	chr3	194590000	194595000	0,0,0	6.349648	0.9994906	3.4307785	2.9624274	3.965435	4.94979	1.2844675	7.583059
chr3	137105000	137110000	chr3	137795000	137800000	0,0,0	2.6308239	0.9832378	1.8935741	0.8172159	1.3818566	3.3626397	0.52138	4.089054
chr3	120420000	120425000	chr3	120555000	120560000	0,0,0	4.9526844	1.0	2.4576788	2.0578504	2.68263	2.8860528	1.0052103	4.7152534
chr3	99840000	99845000	chr3	100250000	100255000	0,0,0	6.769717	0.99996024	3.963376	2.7079144	5.20947	7.7260275	2.0561633	10.133063
chr3	31720000	31725000	chr3	32140000	32145000	0,0,0	3.0986016	0.9842168	1.8459114	1.0196726	2.1111598	3.2428622	0.6827863	4.149238
chr3	150285000	150290000	chr3	150490000	150495000	0,0,0	3.0283709	0.9956785	1.8074192	1.7615259	2.5491574	3.8789062	0.81859815	5.444707
chr3	159265000	159270000	chr3	159805000	159810000	0,0,0	5.658421	0.9982834	2.067926	3.6066837	4.5103984	3.1621253	1.2393515	6.3680663
chr3	188035000	188040000	chr3	188750000	188755000	0,0,0	2.7626972	0.9933515	1.499088	2.3175476	2.4244497	2.9538429	0.9053325	5.013885
chr3	58185000	58190000	chr3	58300000	58305000	0,0,0	8.30889	1.0	4.0263624	2.8572712	4.7154927	5.089474	1.3431255	7.6292706
chr3	31610000	31615000	chr3	32015000	32020000	0,0,0	3.3989313	0.9911616	1.7155284	2.2220044	2.5487185	2.7540255	0.8712994	4.7291408
chr3	189840000	189845000	chr3	189940000	189945000	0,0,0	4.575087	1.0	2.381612	1.5129659	2.3840153	2.8473725	0.680985	4.192231
chr3	192185000	192190000	chr3	192440000	192445000	0,0,0	4.5472	0.99687386	2.476903	2.125247	3.0410736	3.8794415	1.2675607	5.76855
chr3	156705000	156710000	chr3	156810000	156815000	0,0,0	3.1356223	0.96503574	1.8583522	1.3505714	1.4592973	2.153268	0.59006107	3.353776
chr3	70115000	70120000	chr3	70360000	70365000	0,0,0	3.831091	0.99517727	1.9119476	2.335417	3.008064	3.259043	1.0929215	5.3349695
chr3	48230000	48235000	chr3	48430000	48435000	0,0,0	3.5598884	0.99731636	1.855234	2.4337997	3.2133703	3.7578282	1.2642679	5.921206
chr3	122855000	122860000	chr3	123030000	123035000	0,0,0	2.3571222	0.94018257	1.6213814	0.75533324	0.99609417	2.1453428	0.41121596	2.8167503
chr3	126520000	126525000	chr3	127545000	127550000	0,0,0	4.010175	0.997364	1.6960032	4.609531	5.0470386	4.056093	1.6831813	8.153454
chr3	42230000	42240000	chr3	42830000	42840000	0,0,0	4.274261	0.99967146	2.180083	2.8663816	4.707759	5.47374	1.5116931	8.021635
chr3	112735000	112740000	chr3	112810000	112815000	0,0,0	4.579668	0.9934307	2.1415312	2.1518054	3.1048539	3.1131487	0.88970447	5.0258646
chr3	143975000	143980000	chr3	144765000	144770000	0,0,0	3.1299493	0.9936954	1.6482235	2.065785	2.7151208	3.2307427	1.0191281	5.066996
chr3	182360000	182365000	chr3	182610000	182615000	0,0,0	2.6620817	0.96550345	1.708125	1.1004316	1.335178	2.3890836	0.64689606	3.367245
chr3	120245000	120250000	chr3	120800000	120805000	0,0,0	4.2570715	1.0	2.0529468	1.9293406	2.2766519	2.291639	0.70934606	4.0066085
chr3	150235000	150240000	chr3	150285000	150290000	0,0,0	2.288281	0.9307983	1.5645444	0.73363477	0.95315874	2.0188863	0.3434677	2.6710062
chr3	70720000	70725000	chr3	71070000	71075000	0,0,0	2.4144907	0.9309223	1.5476327	0.87773037	1.0605053	1.8925958	0.5607861	2.6728005
chr3	180795000	180800000	chr3	181180000	181185000	0,0,0	2.35101	0.92833537	1.5131887	0.9065033	1.0145502	1.8302503	0.4836007	2.636031
chr3	157620000	157630000	chr3	158080000	158090000	0,0,0	2.9077697	0.9915947	1.9783925	1.4660671	2.6822257	5.535498	1.1177783	6.8386693
chr3	8765000	8770000	chr3	8930000	8935000	0,0,0	2.6954281	0.95468926	1.6288925	1.1945444	1.3159375	2.0327153	0.6394794	3.0945325
chr3	61565000	61570000	chr3	61665000	61670000	0,0,0	2.6368604	0.95491713	1.6330018	1.1851747	1.2511865	2.046086	0.5929554	3.0995748
chr3	171050000	171055000	chr3	171830000	171835000	0,0,0	3.0838401	0.9715512	1.6876147	1.3173561	1.859787	2.3890347	0.68867224	3.5600178
chr3	5300000	5310000	chr3	5550000	5560000	0,0,0	2.711917	0.9951368	1.7508663	1.6391864	2.1298537	3.8695514	0.8764352	5.326606
chr3	165850000	165855000	chr3	167350000	167355000	0,0,0	4.085701	0.9963867	2.0786276	2.4173362	3.107918	3.474977	1.1878359	5.62372
chr3	120560000	120570000	chr3	121150000	121160000	0,0,0	2.3541582	0.96093243	1.6586986	1.385041	1.6346611	3.8105173	0.9889029	5.041665
chr3	166010000	166015000	chr3	167030000	167035000	0,0,0	5.770083	0.999878	2.6719909	5.8057227	6.7797837	6.380844	2.3542051	11.541487
chr3	189265000	189270000	chr3	189650000	189655000	0,0,0	2.7684174	0.9870057	1.690511	1.5463996	1.8693856	2.96912	0.6043192	4.3436975
chr3	21495000	21500000	chr3	21890000	21895000	0,0,0	2.3752997	0.9537722	1.5549322	0.92938304	1.1944499	2.248374	0.5766585	3.0744922
chr3	32510000	32515000	chr3	32665000	32670000	0,0,0	7.5563903	0.9995018	3.6407254	3.7295485	4.2930546	4.290147	1.3495934	7.6053014
chr3	28910000	28920000	chr3	29270000	29280000	0,0,0	2.7899783	0.99489105	1.4934064	3.072133	3.8420646	4.6757574	1.6256627	7.406543
chr3	184560000	184565000	chr3	184725000	184730000	0,0,0	4.3211894	0.99890494	2.3890274	2.6211052	3.4526126	4.48779	1.2457618	6.8176613
chr3	100890000	100895000	chr3	101195000	101200000	0,0,0	3.792377	0.99814177	2.109288	2.6750681	3.0234318	3.9109523	1.1197835	6.2887907
chr3	151435000	151440000	chr3	152525000	152530000	0,0,0	2.1993792	0.96983814	1.3308971	1.0869195	1.6169693	2.5353901	0.49585828	3.5015407
chr3	88060000	88070000	chr3	88140000	88150000	0,0,0	2.7648551	0.98060507	1.8696716	1.2055225	1.3920571	2.8715782	0.5228538	3.9431536
chr3	149565000	149570000	chr3	149655000	149660000	0,0,0	2.0294924	0.97444654	1.3524928	1.0632827	1.3798615	2.722223	0.66257507	3.6673632
chr3	128090000	128095000	chr3	128435000	128440000	0,0,0	2.3385937	0.9507809	1.3102771	1.2207148	1.4589087	1.9267068	0.6353324	3.0117867
chr3	70065000	70070000	chr3	71655000	71660000	0,0,0	3.6789446	0.9963041	2.0405927	2.2743592	2.7602532	3.5794644	1.252786	5.6011167
chr3	129490000	129495000	chr3	129625000	129630000	0,0,0	3.660355	0.97445875	2.06539	1.3700677	1.8121969	2.4500039	0.5974664	3.667842
chr3	181330000	181335000	chr3	182680000	182685000	0,0,0	4.285298	0.9995066	2.1081579	4.0280843	4.0308714	4.03439	1.6179407	7.614909
chr3	79540000	79545000	chr3	80330000	80335000	0,0,0	2.7347991	0.9956517	1.4750803	2.2567997	2.785871	3.4324992	1.1486005	5.4385433
chr3	67380000	67385000	chr3	67785000	67790000	0,0,0	3.3110533	0.99470985	1.9874634	1.9005182	2.324216	3.5531018	1.187588	5.2424517
chr3	16825000	16830000	chr3	17230000	17235000	0,0,0	3.8783758	0.99713707	2.2530587	2.247665	2.7110147	3.858598	1.3308524	5.8565226
chr3	71005000	71010000	chr3	71060000	71065000	0,0,0	2.2747622	0.92169386	1.5841649	0.716715	0.85002637	1.9103132	0.4181348	2.5473933
chr3	32175000	32180000	chr3	32460000	32465000	0,0,0	5.0867734	0.99461406	2.110652	3.0593877	3.2464027	2.5050454	1.4797573	5.224501
chr3	159615000	159620000	chr3	159800000	159805000	0,0,0	4.854602	0.9930377	2.621831	1.7693745	2.6853404	3.3949862	0.7619263	4.9677634
chr3	123325000	123330000	chr3	123555000	123560000	0,0,0	3.8367298	1.0	2.3792927	0.75076306	1.820393	3.0321226	0.70130765	3.6994677
chr3	33130000	33140000	chr3	33790000	33800000	0,0,0	4.5204434	0.9986725	2.75905	2.0293279	3.0189114	4.82129	1.0808918	6.625137
chr3	182710000	182715000	chr3	182835000	182840000	0,0,0	7.327884	1.0	3.2839835	3.0438623	4.2813916	4.02465	1.2370515	6.730305
chr3	10340000	10345000	chr3	10735000	10740000	0,0,0	4.1037292	0.9969966	2.3253653	1.8845052	2.9908397	4.133493	0.9390163	5.8086085
chr3	45035000	45040000	chr3	45495000	45500000	0,0,0	7.3811293	0.99997634	3.712939	4.085605	6.230055	7.0221977	2.530217	10.653847
chr3	62665000	62670000	chr3	63225000	63230000	0,0,0	3.7159896	0.9968533	2.3574698	2.1247172	3.4814198	6.065729	1.3498439	7.9543667
chr3	185980000	185985000	chr3	186240000	186245000	0,0,0	6.2452517	0.99937296	3.890576	1.8919035	3.3989103	5.693526	1.1253338	7.375218
chr3	58320000	58325000	chr3	58410000	58415000	0,0,0	5.1867595	0.9973056	2.8868527	1.9672097	3.1160603	4.168542	0.8663142	5.9171724
chr3	166015000	166020000	chr3	167350000	167355000	0,0,0	4.4359546	0.9988783	2.0417113	3.2755806	4.091532	3.8820055	1.7477884	6.793633
chr3	187745000	187750000	chr3	188045000	188050000	0,0,0	3.3947968	0.97988635	2.1199002	1.527172	1.5288545	2.5492742	0.71588576	3.9067605
chr3	64030000	64035000	chr3	64395000	64400000	0,0,0	5.1739254	0.9998768	3.260431	2.0630903	4.1706796	7.168619	1.0434288	9.002478
chr3	181945000	181950000	chr3	182255000	182260000	0,0,0	2.6317048	0.96284467	1.6038098	1.2409707	1.3891721	2.1899047	0.6253938	3.2929897
chr3	52235000	52240000	chr3	52275000	52280000	0,0,0	2.2265365	0.96612513	1.3996899	0.96250236	1.4831458	2.5298743	0.5365819	3.3854322
chr3	160030000	160035000	chr3	160340000	160345000	0,0,0	3.8907857	0.98528713	2.2532823	1.4569594	2.0462637	2.9243956	0.62978953	4.219471
chr3	81910000	81920000	chr3	83520000	83530000	0,0,0	3.161475	0.99426746	2.0052454	1.3535358	3.4808776	6.0725284	0.9225203	7.2756715
chr3	184560000	184565000	chr3	184775000	184780000	0,0,0	7.4927235	0.9999727	3.575685	4.189857	6.4899144	6.785477	2.211557	10.509794
chr3	173410000	173415000	chr3	173550000	173555000	0,0,0	2.6227899	1.0	1.4855577	0.8365598	1.32902	1.8354536	0.35838947	2.5790622
chr3	106615000	106620000	chr3	107060000	107065000	0,0,0	3.2393749	0.98925155	1.9484383	1.5235718	2.0611043	3.1791792	0.5642255	4.5334654
chr3	187315000	187320000	chr3	187680000	187685000	0,0,0	7.6705866	0.9999692	4.2182436	3.5023036	5.553911	7.2745233	2.056019	10.387682
chr3	181215000	181220000	chr3	181315000	181320000	0,0,0	2.3226178	1.0	1.6211632	0.6243058	0.6808478	1.5493618	0.36600325	2.1043003
chr3	98360000	98365000	chr3	98570000	98575000	0,0,0	5.2680254	1.0	2.8945987	1.9035883	2.7346404	3.5446303	0.72466	5.2367086
chr3	100900000	100905000	chr3	101375000	101380000	0,0,0	3.046098	0.98809594	1.567384	2.0144212	2.3539937	2.6407378	0.6829744	4.4313345
chr3	4710000	4715000	chr3	4975000	4980000	0,0,0	3.884043	0.99898094	2.27274	2.2957616	3.3179898	4.848905	1.027518	6.889582
chr3	193995000	194000000	chr3	194320000	194325000	0,0,0	2.6064956	0.95335114	1.6008939	1.2223783	1.236716	1.9788661	0.6656229	3.0654247
chr3	134305000	134310000	chr3	134470000	134475000	0,0,0	9.387234	0.999924	4.1154485	4.547961	6.049805	5.4433155	1.7596667	9.485949
chr3	13090000	13095000	chr3	13325000	13330000	0,0,0	2.9965675	0.988815	1.7931825	1.7586344	1.9403613	2.930417	0.86960524	4.4936476
chr3	65435000	65440000	chr3	66200000	66205000	0,0,0	3.0469086	0.9856387	1.5146346	2.1694913	2.2498052	2.3152208	0.99275553	4.2436576
chr3	119280000	119290000	chr3	119680000	119690000	0,0,0	2.7295918	0.97969073	1.6219041	2.1089606	2.6337032	3.9420166	0.8330356	5.816648
chr3	126130000	126135000	chr3	126385000	126390000	0,0,0	3.4759374	0.9878775	1.8115113	1.8598902	2.3719325	2.7599115	0.7620747	4.4131474
chr3	5565000	5570000	chr3	5730000	5735000	0,0,0	2.5425682	0.95406216	1.5043075	1.0907972	1.420293	2.1111882	0.55794543	3.0807858
chr3	182265000	182270000	chr3	182615000	182620000	0,0,0	2.9357731	0.98850787	1.6685913	1.7843357	2.1202068	2.8804772	0.9161771	4.466553
chr3	56705000	56710000	chr3	56800000	56805000	0,0,0	4.3248553	0.99375707	2.6296718	1.325229	2.446655	3.898855	0.9341203	5.076836
chr3	163910000	163920000	chr3	165180000	165190000	0,0,0	3.5856044	0.99567497	2.060808	2.4563046	3.81866	5.411963	1.3290629	7.5953455
chr3	124995000	125000000	chr3	125580000	125585000	0,0,0	4.282385	0.9987309	2.2134118	2.981503	3.544536	4.0199184	1.4081272	6.6701436
chr3	100460000	100465000	chr3	100590000	100595000	0,0,0	6.4432683	0.9995955	3.4549675	2.6326804	4.3459926	5.4735503	1.4302893	7.81371
chr3	169295000	169300000	chr3	169660000	169665000	0,0,0	3.543173	0.9951656	2.3222659	1.4313211	2.1554186	4.0602627	0.5546984	5.332548
chr3	33890000	33900000	chr3	34020000	34030000	0,0,0	1.9744033	0.9597008	1.5407507	0.5075461	0.848448	2.7606053	0.42250696	3.2117574
chr3	42240000	42250000	chr3	42760000	42770000	0,0,0	3.6100144	0.996155	1.9344811	3.32384	3.9427698	4.7738366	1.5999423	7.728361
chr3	163055000	163060000	chr3	163495000	163500000	0,0,0	5.4075675	0.997808	2.7223952	3.0563056	3.222952	3.4068494	1.6294425	6.1235657
chr3	100600000	100605000	chr3	100710000	100715000	0,0,0	3.8486998	1.0	2.0833747	1.478382	1.9049933	2.375327	0.6791135	3.6894445
chr3	17310000	17315000	chr3	17385000	17390000	0,0,0	2.1523461	0.9047928	1.3810362	0.81204826	0.9109092	1.6301231	0.38108546	2.3519437
chr3	124750000	124760000	chr3	125430000	125440000	0,0,0	3.4085736	0.998886	1.7156684	3.0759203	3.739449	4.066347	1.28296	6.8004985
chr3	184470000	184475000	chr3	184515000	184520000	0,0,0	2.085975	0.94086564	1.3823749	0.7587645	1.1111884	2.153779	0.341038	2.8282363
chr3	30110000	30115000	chr3	30690000	30695000	0,0,0	3.1234589	0.99633324	1.4255065	4.182982	4.5184646	4.0637493	1.973062	7.7819557
chr3	42780000	42785000	chr3	42830000	42835000	0,0,0	2.7420835	0.9792212	1.7093081	1.050431	1.7547603	2.9405088	0.5494965	3.8742254
chr3	15105000	15110000	chr3	15200000	15205000	0,0,0	3.445307	1.0	2.00838	1.3677082	1.4270042	2.023418	0.56062067	3.2391586
chr3	101065000	101070000	chr3	101195000	101200000	0,0,0	3.3936868	0.9733641	1.785799	1.6128402	1.8777899	2.1922367	0.62485284	3.6258721
chr3	25645000	25650000	chr3	26710000	26715000	0,0,0	6.170512	1.0	2.7786741	2.7406502	3.5773623	3.3244743	1.0852678	5.7606072
chr3	141735000	141740000	chr3	141875000	141880000	0,0,0	4.560381	0.9977023	2.0991702	2.795535	3.7263627	3.5915658	1.3765994	6.0764856
chr3	16290000	16295000	chr3	16550000	16555000	0,0,0	8.320185	1.0	4.977794	1.8582342	4.1379457	6.42081	1.3315803	8.072574
chr3	142585000	142590000	chr3	142820000	142825000	0,0,0	3.9219506	0.9846988	2.1195648	1.8407849	2.081316	2.5440023	0.78563637	4.1802554
chr3	189270000	189275000	chr3	189560000	189565000	0,0,0	2.951321	0.98413825	1.787967	1.6328174	1.7360797	2.6928802	0.8220964	4.1442733
chr3	153025000	153030000	chr3	153435000	153440000	0,0,0	4.0540824	0.99322945	2.1927652	2.2137697	2.4769154	3.0278997	0.85336727	4.995695
chr3	99120000	99125000	chr3	99755000	99760000	0,0,0	2.9364805	0.9950558	1.8007177	1.7394307	2.3393795	3.7639313	0.8435516	5.310092
chr3	27540000	27550000	chr3	27650000	27660000	0,0,0	1.8445282	0.9105423	1.6425052	0.39195836	0.49365276	3.6813774	0.58720726	4.0297847
chr3	179015000	179020000	chr3	179315000	179320000	0,0,0	6.3578615	0.9994418	3.295848	2.8821983	4.1964045	4.9295797	1.1751223	7.491534
chr3	160705000	160710000	chr3	160940000	160945000	0,0,0	5.6528106	0.999195	3.5399392	2.0141077	3.1543293	5.3350773	1.3022269	7.125396
chr3	59215000	59220000	chr3	59570000	59575000	0,0,0	3.3349285	0.9778578	2.0317476	1.4695903	1.5918974	2.5043628	0.7414401	3.8106654
chr3	190510000	190515000	chr3	190695000	190700000	0,0,0	2.728666	0.9700925	1.7618243	1.0021214	1.44221	2.6192346	0.59004384	3.5100093
chr3	128095000	128100000	chr3	128130000	128135000	0,0,0	2.6247199	1.0	1.653657	0.77125055	1.0665312	1.8264985	0.5050193	2.5120544
chr3	142125000	142130000	chr3	142280000	142285000	0,0,0	3.408283	0.9815773	2.310219	0.9858923	1.5179234	3.1182375	0.6130854	3.994586
chr3	109020000	109025000	chr3	109080000	109085000	0,0,0	3.2427924	1.0	1.5340873	1.4985229	1.7972704	1.7609875	0.57394516	3.0930078
chr3	176510000	176515000	chr3	178380000	178385000	0,0,0	4.3485556	0.9990264	2.3382185	2.8674774	3.5759015	4.386388	1.0558742	6.9352565
chr3	174395000	174400000	chr3	176430000	176435000	0,0,0	3.6630423	0.99476314	1.9291517	3.3118749	3.8012092	4.434574	1.4579642	7.378463
chr3	113050000	113055000	chr3	113285000	113290000	0,0,0	7.5758457	0.9997694	3.9883227	3.0746288	4.6600657	5.642761	1.4817187	8.375765
chr3	4710000	4715000	chr3	5055000	5060000	0,0,0	4.42397	0.9995894	3.0041196	1.9808631	2.9203768	6.037823	1.4128611	7.79859
chr3	111715000	111720000	chr3	111860000	111865000	0,0,0	3.959104	0.99551755	2.535105	1.1912079	2.4437494	4.3492923	0.683867	5.4081445
chr3	88210000	88220000	chr3	89410000	89420000	0,0,0	3.067656	0.9910893	1.8436916	2.7024653	2.8703895	4.3695016	1.318354	6.7716928
chr3	126675000	126680000	chr3	127450000	127455000	0,0,0	3.6973882	0.9978745	1.9353228	3.755483	4.373341	5.0565524	2.183279	8.394759
chr3	140125000	140130000	chr3	140730000	140735000	0,0,0	2.6648269	0.9924502	1.5715519	1.7742946	2.2454135	3.3095877	0.8804166	4.8867383
chr3	194000000	194005000	chr3	194130000	194135000	0,0,0	4.334479	0.99065745	2.1253242	1.6666422	2.8885925	3.1921988	1.0968037	4.673659
chr3	134210000	134215000	chr3	134290000	134295000	0,0,0	3.2653704	1.0	1.9968317	0.99287903	1.145753	1.8228484	0.61905855	2.7054074
chr3	20510000	20515000	chr3	20930000	20935000	0,0,0	3.3054247	0.991968	2.0579586	1.4137988	2.1382341	3.5681093	0.82235307	4.8248196
chr3	11235000	11240000	chr3	11335000	11340000	0,0,0	4.646604	1.0	2.7354581	1.6285679	2.0349042	2.9858458	0.79794157	4.4334617
chr3	100065000	100070000	chr3	100250000	100255000	0,0,0	3.1158216	0.97969353	2.050374	0.9469125	1.6088011	3.0555196	0.5726778	3.8972194
chr3	15820000	15825000	chr3	16035000	16040000	0,0,0	3.4059443	0.9729596	2.0227106	1.3566144	1.6129887	2.404918	0.6583211	3.6107974
chr3	24265000	24270000	chr3	24490000	24495000	0,0,0	4.493123	0.9967068	2.6018164	1.6039386	2.957817	4.2907677	0.8408918	5.7164907
chr3	19540000	19550000	chr3	19860000	19870000	0,0,0	2.8623202	0.986056	1.6864642	1.7747535	3.1276393	4.6774983	1.0607798	6.255057
chr3	22730000	22735000	chr3	22885000	22890000	0,0,0	2.630336	0.9507689	1.7351347	0.7671435	1.2178962	2.3296366	0.66460395	3.0115418
chr3	150410000	150415000	chr3	150470000	150475000	0,0,0	2.4609356	0.95820844	1.3861557	1.1441334	1.5948207	2.158382	0.5065175	3.1753895
chr3	193780000	193785000	chr3	194315000	194320000	0,0,0	4.276322	0.9986752	2.4028337	2.7413018	4.736996	6.4855156	1.3399342	8.922229
chr3	170300000	170310000	chr3	170830000	170840000	0,0,0	2.945349	0.9957058	2.073003	2.2541206	2.391639	5.599777	1.2729852	7.60344
chr3	168045000	168050000	chr3	168165000	168170000	0,0,0	8.766678	1.0	4.380487	2.6453538	4.5370274	5.1441197	1.267373	7.4955454
chr3	20510000	20520000	chr3	21890000	21900000	0,0,0	3.2417288	0.9977162	1.5977508	3.9918356	4.59227	4.7660203	1.6614057	8.314319
chr3	189965000	189970000	chr3	190200000	190205000	0,0,0	11.977932	1.0	5.1939144	5.1523275	7.96437	7.330858	1.9921463	11.910705
chr3	109750000	109760000	chr3	110050000	110060000	0,0,0	2.4582727	0.9884882	1.626248	2.1810527	2.3347166	4.5381546	0.84513307	6.476868
chr3	69020000	69030000	chr3	69100000	69110000	0,0,0	2.7117023	0.99263865	1.7963699	1.4018356	1.8897815	3.6659431	0.6120467	4.9120193
chr3	150230000	150235000	chr3	150410000	150415000	0,0,0	3.410921	0.9905989	1.9540899	1.3394881	2.4450803	3.4767554	0.8075762	4.6674113
chr3	174860000	174865000	chr3	175260000	175265000	0,0,0	3.8742678	0.98828006	1.7058501	2.4425988	2.667655	2.2757235	0.9118162	4.4469223
chr3	129825000	129830000	chr3	129930000	129935000	0,0,0	4.314085	1.0	2.4723501	1.2233927	1.7663366	2.4775374	0.77155685	3.564998
chr3	183285000	183290000	chr3	183375000	183380000	0,0,0	5.0062	0.9962169	2.9188085	1.4519578	2.9079645	4.287165	0.6341292	5.577794
chr3	99180000	99185000	chr3	99745000	99750000	0,0,0	4.1768847	0.9991445	1.7262669	4.1894894	4.381574	3.3405688	1.4901031	7.064559
chr3	54845000	54850000	chr3	55885000	55890000	0,0,0	3.8067796	0.99861556	2.2117803	2.749522	2.9350402	4.139141	1.4661072	6.5831604
chr3	123325000	123330000	chr3	123485000	123490000	0,0,0	5.0444846	0.99687696	2.6565886	1.8229294	3.3559084	4.1491685	1.0019977	5.7695503
chr3	177195000	177200000	chr3	177355000	177360000	0,0,0	6.2638917	0.999005	2.4940252	3.654304	4.674137	3.6652255	1.3130505	6.9134955
chr3	175150000	175155000	chr3	175265000	175270000	0,0,0	2.4800596	1.0	1.4017985	0.89017755	1.2165534	1.6547267	0.35513493	2.4459958
chr3	62640000	62650000	chr3	63800000	63810000	0,0,0	2.9789498	0.985234	1.8574369	2.2876873	2.4965713	4.1550627	1.1407832	6.1885624
chr3	127650000	127655000	chr3	127970000	127975000	0,0,0	5.1629257	0.9994153	2.6673756	2.8541024	4.195886	4.9081583	1.7258954	7.445138
chr3	79520000	79525000	chr3	80685000	80690000	0,0,0	7.7370434	0.99999964	3.1730773	8.672896	12.114828	10.139688	4.131342	17.848928
chr3	72665000	72670000	chr3	72810000	72815000	0,0,0	4.410331	1.0	2.4297867	1.6133604	2.0584824	2.6492445	0.7788115	4.0833426
