seqnames1	start1	end1	width1	strand1	seqnames2	start2	end2	width2	strand2	A	T	C
chr2	85860000	85870000	10001	*	chr2	86080000	86090000	10001	*	FALSE	FALSE	TRUE
chr2	85860000	85870000	10001	*	chr2	86180000	86190000	10001	*	FALSE	FALSE	TRUE
chr2	86210000	86220000	10001	*	chr2	86650000	86660000	10001	*	FALSE	TRUE	FALSE
chr2	86480000	86490000	10001	*	chr2	86670000	86680000	10001	*	FALSE	FALSE	TRUE
chr2	95000000	95010000	10001	*	chr2	95250000	95260000	10001	*	FALSE	TRUE	TRUE
chr2	95240000	95250000	10001	*	chr2	95770000	95780000	10001	*	FALSE	TRUE	FALSE
chr2	96530000	96540000	10001	*	chr2	96860000	96870000	10001	*	FALSE	TRUE	FALSE
chr2	97710000	97720000	10001	*	chr2	98390000	98400000	10001	*	TRUE	FALSE	TRUE
chr2	97710000	97720000	10001	*	chr2	98600000	98610000	10001	*	TRUE	FALSE	FALSE
chr2	98400000	98410000	10001	*	chr2	98600000	98610000	10001	*	TRUE	TRUE	TRUE
chr2	98610000	98620000	10001	*	chr2	98840000	98850000	10001	*	TRUE	TRUE	FALSE
chr2	98610000	98620000	10001	*	chr2	99070000	99080000	10001	*	TRUE	TRUE	TRUE
chr2	98610000	98620000	10001	*	chr2	99490000	99500000	10001	*	TRUE	TRUE	TRUE
chr2	98850000	98860000	10001	*	chr2	99070000	99080000	10001	*	TRUE	TRUE	FALSE
chr2	99150000	99160000	10001	*	chr2	99490000	99500000	10001	*	TRUE	TRUE	TRUE
chr2	99500000	99510000	10001	*	chr2	100990000	101000000	10001	*	TRUE	FALSE	FALSE
chr2	100250000	100260000	10001	*	chr2	100560000	100570000	10001	*	FALSE	FALSE	TRUE
chr2	100570000	100580000	10001	*	chr2	101000000	101010000	10001	*	TRUE	FALSE	TRUE
chr2	100740000	100750000	10001	*	chr2	100990000	101000000	10001	*	TRUE	FALSE	FALSE
chr2	101000000	101010000	10001	*	chr2	102450000	102460000	10001	*	TRUE	FALSE	FALSE
chr2	101010000	101020000	10001	*	chr2	101250000	101260000	10001	*	TRUE	FALSE	TRUE
chr2	101010000	101020000	10001	*	chr2	101320000	101330000	10001	*	FALSE	FALSE	TRUE
chr2	101260000	101270000	10001	*	chr2	101840000	101850000	10001	*	TRUE	FALSE	FALSE
chr2	101260000	101270000	10001	*	chr2	102450000	102460000	10001	*	TRUE	FALSE	FALSE
chr2	101310000	101320000	10001	*	chr2	101690000	101700000	10001	*	FALSE	TRUE	FALSE
chr2	101310000	101320000	10001	*	chr2	102730000	102740000	10001	*	FALSE	TRUE	FALSE
chr2	101320000	101330000	10001	*	chr2	101850000	101860000	10001	*	FALSE	TRUE	TRUE
chr2	101330000	101340000	10001	*	chr2	102800000	102810000	10001	*	FALSE	FALSE	TRUE
chr2	101420000	101430000	10001	*	chr2	101680000	101690000	10001	*	FALSE	FALSE	TRUE
chr2	102000000	102010000	10001	*	chr2	102240000	102250000	10001	*	FALSE	TRUE	TRUE
chr2	102000000	102010000	10001	*	chr2	102450000	102460000	10001	*	TRUE	TRUE	TRUE
chr2	102250000	102260000	10001	*	chr2	102450000	102460000	10001	*	FALSE	TRUE	TRUE
chr2	102460000	102470000	10001	*	chr2	102730000	102740000	10001	*	TRUE	TRUE	TRUE
chr2	102460000	102470000	10001	*	chr2	102800000	102810000	10001	*	FALSE	FALSE	TRUE
chr2	102740000	102750000	10001	*	chr2	103150000	103160000	10001	*	FALSE	TRUE	FALSE
chr2	102740000	102750000	10001	*	chr2	105030000	105040000	10001	*	FALSE	TRUE	FALSE
chr2	102810000	102820000	10001	*	chr2	105100000	105110000	10001	*	FALSE	FALSE	TRUE
chr2	102830000	102840000	10001	*	chr2	103150000	103160000	10001	*	FALSE	TRUE	FALSE
chr2	102880000	102890000	10001	*	chr2	103170000	103180000	10001	*	FALSE	FALSE	TRUE
chr2	102950000	102960000	10001	*	chr2	103190000	103200000	10001	*	TRUE	FALSE	FALSE
chr2	104410000	104420000	10001	*	chr2	104950000	104960000	10001	*	FALSE	FALSE	TRUE
chr2	104420000	104430000	10001	*	chr2	104880000	104890000	10001	*	TRUE	FALSE	TRUE
chr2	104470000	104480000	10001	*	chr2	104850000	104860000	10001	*	FALSE	TRUE	FALSE
chr2	105040000	105050000	10001	*	chr2	105310000	105320000	10001	*	TRUE	TRUE	FALSE
chr2	105040000	105050000	10001	*	chr2	105970000	105980000	10001	*	FALSE	TRUE	FALSE
chr2	105110000	105120000	10001	*	chr2	105320000	105330000	10001	*	TRUE	FALSE	TRUE
chr2	105320000	105330000	10001	*	chr2	105970000	105980000	10001	*	FALSE	TRUE	FALSE
chr2	105330000	105340000	10001	*	chr2	105540000	105550000	10001	*	TRUE	FALSE	TRUE
chr2	105540000	105550000	10001	*	chr2	106090000	106100000	10001	*	TRUE	FALSE	FALSE
chr2	105560000	105570000	10001	*	chr2	106240000	106250000	10001	*	FALSE	FALSE	TRUE
chr2	106060000	106070000	10001	*	chr2	106270000	106280000	10001	*	FALSE	TRUE	FALSE
chr2	106580000	106590000	10001	*	chr2	106850000	106860000	10001	*	TRUE	FALSE	FALSE
chr2	106640000	106650000	10001	*	chr2	106850000	106860000	10001	*	TRUE	FALSE	FALSE
chr2	108630000	108640000	10001	*	chr2	108980000	108990000	10001	*	FALSE	TRUE	FALSE
chr2	108630000	108640000	10001	*	chr2	109750000	109760000	10001	*	FALSE	TRUE	FALSE
chr2	109130000	109140000	10001	*	chr2	109530000	109540000	10001	*	FALSE	TRUE	FALSE
chr2	110740000	110750000	10001	*	chr2	111130000	111140000	10001	*	TRUE	FALSE	FALSE
chr2	110820000	110830000	10001	*	chr2	111120000	111130000	10001	*	TRUE	FALSE	FALSE
chr2	113730000	113740000	10001	*	chr2	113960000	113970000	10001	*	TRUE	FALSE	TRUE
chr2	117810000	117820000	10001	*	chr2	118010000	118020000	10001	*	TRUE	TRUE	TRUE
chr2	117810000	117820000	10001	*	chr2	118870000	118880000	10001	*	FALSE	FALSE	TRUE
chr2	117810000	117820000	10001	*	chr2	119480000	119490000	10001	*	TRUE	FALSE	FALSE
chr2	117810000	117820000	10001	*	chr2	119670000	119680000	10001	*	FALSE	TRUE	FALSE
chr2	118020000	118030000	10001	*	chr2	118870000	118880000	10001	*	FALSE	TRUE	FALSE
chr2	118150000	118160000	10001	*	chr2	118370000	118380000	10001	*	TRUE	FALSE	FALSE
chr2	118150000	118160000	10001	*	chr2	118870000	118880000	10001	*	TRUE	FALSE	FALSE
chr2	118210000	118220000	10001	*	chr2	118850000	118860000	10001	*	FALSE	TRUE	TRUE
chr2	118380000	118390000	10001	*	chr2	118850000	118860000	10001	*	TRUE	FALSE	FALSE
chr2	118880000	118890000	10001	*	chr2	119320000	119330000	10001	*	TRUE	TRUE	TRUE
chr2	118880000	118890000	10001	*	chr2	119480000	119490000	10001	*	TRUE	FALSE	TRUE
chr2	118880000	118890000	10001	*	chr2	119670000	119680000	10001	*	FALSE	TRUE	FALSE
chr2	119010000	119020000	10001	*	chr2	119300000	119310000	10001	*	FALSE	FALSE	TRUE
chr2	119330000	119340000	10001	*	chr2	119670000	119680000	10001	*	FALSE	TRUE	FALSE
chr2	119480000	119490000	10001	*	chr2	119670000	119680000	10001	*	FALSE	FALSE	TRUE
chr2	119490000	119500000	10001	*	chr2	120200000	120210000	10001	*	TRUE	FALSE	TRUE
chr2	119490000	119500000	10001	*	chr2	121070000	121080000	10001	*	TRUE	FALSE	TRUE
chr2	119680000	119690000	10001	*	chr2	119890000	119900000	10001	*	FALSE	TRUE	FALSE
chr2	119680000	119690000	10001	*	chr2	120190000	120200000	10001	*	TRUE	TRUE	TRUE
chr2	119680000	119690000	10001	*	chr2	121070000	121080000	10001	*	FALSE	TRUE	FALSE
chr2	119900000	119910000	10001	*	chr2	120190000	120200000	10001	*	FALSE	TRUE	FALSE
chr2	120320000	120330000	10001	*	chr2	120680000	120690000	10001	*	TRUE	TRUE	TRUE
chr2	120690000	120700000	10001	*	chr2	121070000	121080000	10001	*	TRUE	TRUE	TRUE
chr2	121080000	121090000	10001	*	chr2	121360000	121370000	10001	*	TRUE	TRUE	TRUE
chr2	121080000	121090000	10001	*	chr2	121770000	121780000	10001	*	TRUE	TRUE	TRUE
chr2	121140000	121150000	10001	*	chr2	121360000	121370000	10001	*	FALSE	TRUE	TRUE
chr2	121370000	121380000	10001	*	chr2	121770000	121780000	10001	*	TRUE	TRUE	TRUE
chr2	121540000	121550000	10001	*	chr2	121770000	121780000	10001	*	TRUE	TRUE	TRUE
chr2	121770000	121780000	10001	*	chr2	121960000	121970000	10001	*	FALSE	TRUE	FALSE
chr2	121780000	121790000	10001	*	chr2	122010000	122020000	10001	*	TRUE	FALSE	TRUE
chr2	121780000	121790000	10001	*	chr2	124010000	124020000	10001	*	TRUE	TRUE	TRUE
chr2	121970000	121980000	10001	*	chr2	122190000	122200000	10001	*	FALSE	TRUE	FALSE
chr2	122020000	122030000	10001	*	chr2	122450000	122460000	10001	*	TRUE	FALSE	FALSE
chr2	122190000	122200000	10001	*	chr2	122470000	122480000	10001	*	TRUE	FALSE	TRUE
chr2	122460000	122470000	10001	*	chr2	122750000	122760000	10001	*	TRUE	FALSE	FALSE
chr2	122760000	122770000	10001	*	chr2	122970000	122980000	10001	*	FALSE	FALSE	TRUE
chr2	122760000	122770000	10001	*	chr2	124010000	124020000	10001	*	FALSE	TRUE	FALSE
chr2	122960000	122970000	10001	*	chr2	124010000	124020000	10001	*	TRUE	FALSE	FALSE
chr2	124020000	124030000	10001	*	chr2	125730000	125740000	10001	*	TRUE	FALSE	FALSE
chr2	124790000	124800000	10001	*	chr2	125730000	125740000	10001	*	TRUE	FALSE	FALSE
chr2	125740000	125750000	10001	*	chr2	127050000	127060000	10001	*	TRUE	FALSE	FALSE
chr2	127060000	127070000	10001	*	chr2	127500000	127510000	10001	*	TRUE	FALSE	TRUE
chr2	127060000	127070000	10001	*	chr2	128020000	128030000	10001	*	TRUE	FALSE	FALSE
chr2	127060000	127070000	10001	*	chr2	128310000	128320000	10001	*	FALSE	FALSE	TRUE
chr2	127190000	127200000	10001	*	chr2	127500000	127510000	10001	*	FALSE	TRUE	TRUE
chr2	127190000	127200000	10001	*	chr2	127850000	127860000	10001	*	FALSE	TRUE	FALSE
chr2	127300000	127310000	10001	*	chr2	127490000	127500000	10001	*	TRUE	FALSE	FALSE
chr2	127500000	127510000	10001	*	chr2	127700000	127710000	10001	*	FALSE	TRUE	FALSE
chr2	127670000	127680000	10001	*	chr2	128020000	128030000	10001	*	TRUE	FALSE	FALSE
chr2	127860000	127870000	10001	*	chr2	128310000	128320000	10001	*	FALSE	FALSE	TRUE
chr2	128030000	128040000	10001	*	chr2	128310000	128320000	10001	*	TRUE	FALSE	FALSE
chr2	128320000	128330000	10001	*	chr2	128760000	128770000	10001	*	FALSE	TRUE	FALSE
chr2	128320000	128330000	10001	*	chr2	129250000	129260000	10001	*	TRUE	FALSE	FALSE
chr2	128320000	128330000	10001	*	chr2	129840000	129850000	10001	*	TRUE	FALSE	FALSE
chr2	131440000	131450000	10001	*	chr2	131670000	131680000	10001	*	TRUE	TRUE	FALSE
chr2	131690000	131700000	10001	*	chr2	133840000	133850000	10001	*	FALSE	FALSE	TRUE
chr2	132340000	132350000	10001	*	chr2	132550000	132560000	10001	*	FALSE	TRUE	FALSE
chr2	132340000	132350000	10001	*	chr2	132670000	132680000	10001	*	TRUE	FALSE	FALSE
chr2	132350000	132360000	10001	*	chr2	133170000	133180000	10001	*	TRUE	FALSE	TRUE
chr2	132360000	132370000	10001	*	chr2	133840000	133850000	10001	*	FALSE	FALSE	TRUE
chr2	132680000	132690000	10001	*	chr2	133160000	133170000	10001	*	TRUE	FALSE	FALSE
chr2	133180000	133190000	10001	*	chr2	133560000	133570000	10001	*	TRUE	FALSE	FALSE
chr2	133180000	133190000	10001	*	chr2	133870000	133880000	10001	*	TRUE	FALSE	FALSE
chr2	133240000	133250000	10001	*	chr2	133510000	133520000	10001	*	FALSE	TRUE	FALSE
chr2	133240000	133250000	10001	*	chr2	133860000	133870000	10001	*	FALSE	TRUE	FALSE
chr2	133530000	133540000	10001	*	chr2	133850000	133860000	10001	*	FALSE	TRUE	TRUE
chr2	133570000	133580000	10001	*	chr2	133870000	133880000	10001	*	TRUE	FALSE	FALSE
chr2	133870000	133880000	10001	*	chr2	134090000	134100000	10001	*	TRUE	TRUE	TRUE
chr2	133870000	133880000	10001	*	chr2	134440000	134450000	10001	*	TRUE	TRUE	TRUE
chr2	133870000	133880000	10001	*	chr2	134910000	134920000	10001	*	TRUE	TRUE	TRUE
chr2	134100000	134110000	10001	*	chr2	134440000	134450000	10001	*	TRUE	TRUE	TRUE
chr2	134450000	134460000	10001	*	chr2	134650000	134660000	10001	*	TRUE	FALSE	FALSE
chr2	134450000	134460000	10001	*	chr2	134910000	134920000	10001	*	TRUE	TRUE	TRUE
chr2	134640000	134650000	10001	*	chr2	134910000	134920000	10001	*	TRUE	TRUE	TRUE
chr2	134920000	134930000	10001	*	chr2	135170000	135180000	10001	*	FALSE	TRUE	FALSE
chr2	134920000	134930000	10001	*	chr2	135870000	135880000	10001	*	TRUE	TRUE	TRUE
chr2	135190000	135200000	10001	*	chr2	135720000	135730000	10001	*	TRUE	TRUE	FALSE
chr2	135190000	135200000	10001	*	chr2	135870000	135880000	10001	*	FALSE	FALSE	TRUE
chr2	135330000	135340000	10001	*	chr2	135740000	135750000	10001	*	FALSE	FALSE	TRUE
chr2	135880000	135890000	10001	*	chr2	136390000	136400000	10001	*	TRUE	TRUE	TRUE
chr2	135880000	135890000	10001	*	chr2	137840000	137850000	10001	*	FALSE	TRUE	FALSE
chr2	136000000	136010000	10001	*	chr2	136370000	136380000	10001	*	TRUE	TRUE	TRUE
chr2	136400000	136410000	10001	*	chr2	137840000	137850000	10001	*	TRUE	FALSE	TRUE
chr2	137850000	137860000	10001	*	chr2	138090000	138100000	10001	*	FALSE	FALSE	TRUE
chr2	137850000	137860000	10001	*	chr2	138830000	138840000	10001	*	TRUE	TRUE	TRUE
chr2	137920000	137930000	10001	*	chr2	138380000	138390000	10001	*	TRUE	TRUE	FALSE
chr2	138100000	138110000	10001	*	chr2	138380000	138390000	10001	*	TRUE	TRUE	TRUE
chr2	138390000	138400000	10001	*	chr2	138780000	138790000	10001	*	TRUE	TRUE	TRUE
chr2	142150000	142160000	10001	*	chr2	142610000	142620000	10001	*	TRUE	TRUE	TRUE
chr2	142620000	142630000	10001	*	chr2	142990000	143000000	10001	*	TRUE	TRUE	TRUE
chr2	142630000	142640000	10001	*	chr2	142880000	142890000	10001	*	TRUE	TRUE	FALSE
chr2	143050000	143060000	10001	*	chr2	143260000	143270000	10001	*	TRUE	TRUE	TRUE
chr2	143060000	143070000	10001	*	chr2	144510000	144520000	10001	*	TRUE	FALSE	FALSE
chr2	143070000	143080000	10001	*	chr2	144400000	144410000	10001	*	FALSE	FALSE	TRUE
chr2	144410000	144420000	10001	*	chr2	146700000	146710000	10001	*	FALSE	FALSE	TRUE
chr2	144520000	144530000	10001	*	chr2	145490000	145500000	10001	*	TRUE	FALSE	FALSE
chr2	144520000	144530000	10001	*	chr2	146660000	146670000	10001	*	TRUE	FALSE	FALSE
chr2	144670000	144680000	10001	*	chr2	145010000	145020000	10001	*	TRUE	FALSE	FALSE
chr2	145020000	145030000	10001	*	chr2	145480000	145490000	10001	*	TRUE	TRUE	FALSE
chr2	145020000	145030000	10001	*	chr2	145750000	145760000	10001	*	FALSE	TRUE	FALSE
chr2	145490000	145500000	10001	*	chr2	145750000	145760000	10001	*	FALSE	TRUE	FALSE
chr2	145770000	145780000	10001	*	chr2	146680000	146690000	10001	*	TRUE	FALSE	TRUE
chr2	146700000	146710000	10001	*	chr2	147040000	147050000	10001	*	TRUE	FALSE	TRUE
chr2	146710000	146720000	10001	*	chr2	146920000	146930000	10001	*	FALSE	TRUE	TRUE
chr2	146710000	146720000	10001	*	chr2	147340000	147350000	10001	*	FALSE	TRUE	FALSE
chr2	146710000	146720000	10001	*	chr2	147920000	147930000	10001	*	TRUE	TRUE	TRUE
chr2	146930000	146940000	10001	*	chr2	147330000	147340000	10001	*	FALSE	TRUE	FALSE
chr2	147040000	147050000	10001	*	chr2	147280000	147290000	10001	*	FALSE	FALSE	TRUE
chr2	147050000	147060000	10001	*	chr2	147340000	147350000	10001	*	TRUE	FALSE	TRUE
chr2	147350000	147360000	10001	*	chr2	147900000	147910000	10001	*	TRUE	TRUE	TRUE
chr2	147930000	147940000	10001	*	chr2	148510000	148520000	10001	*	TRUE	TRUE	TRUE
chr2	147930000	147940000	10001	*	chr2	148990000	149000000	10001	*	TRUE	FALSE	TRUE
chr2	147930000	147940000	10001	*	chr2	149570000	149580000	10001	*	FALSE	TRUE	FALSE
chr2	148520000	148530000	10001	*	chr2	148990000	149000000	10001	*	TRUE	TRUE	TRUE
chr2	148650000	148660000	10001	*	chr2	148990000	149000000	10001	*	FALSE	TRUE	FALSE
chr2	149000000	149010000	10001	*	chr2	149320000	149330000	10001	*	FALSE	TRUE	TRUE
chr2	149000000	149010000	10001	*	chr2	149570000	149580000	10001	*	FALSE	TRUE	TRUE
chr2	149000000	149010000	10001	*	chr2	151590000	151600000	10001	*	FALSE	FALSE	TRUE
chr2	149330000	149340000	10001	*	chr2	149550000	149560000	10001	*	TRUE	TRUE	TRUE
chr2	149570000	149580000	10001	*	chr2	150570000	150580000	10001	*	FALSE	FALSE	TRUE
chr2	149580000	149590000	10001	*	chr2	150480000	150490000	10001	*	TRUE	TRUE	TRUE
chr2	149580000	149590000	10001	*	chr2	151420000	151430000	10001	*	FALSE	TRUE	FALSE
chr2	149580000	149590000	10001	*	chr2	151580000	151590000	10001	*	TRUE	TRUE	FALSE
chr2	150580000	150590000	10001	*	chr2	151560000	151570000	10001	*	FALSE	FALSE	TRUE
chr2	150610000	150620000	10001	*	chr2	151240000	151250000	10001	*	TRUE	FALSE	TRUE
chr2	151250000	151260000	10001	*	chr2	151570000	151580000	10001	*	TRUE	FALSE	TRUE
chr2	151600000	151610000	10001	*	chr2	152020000	152030000	10001	*	TRUE	TRUE	TRUE
chr2	151600000	151610000	10001	*	chr2	152710000	152720000	10001	*	TRUE	TRUE	TRUE
chr2	151790000	151800000	10001	*	chr2	152020000	152030000	10001	*	FALSE	TRUE	FALSE
chr2	152040000	152050000	10001	*	chr2	152690000	152700000	10001	*	TRUE	FALSE	FALSE
chr2	152180000	152190000	10001	*	chr2	152630000	152640000	10001	*	FALSE	TRUE	TRUE
chr2	152180000	152190000	10001	*	chr2	152710000	152720000	10001	*	TRUE	TRUE	TRUE
chr2	152720000	152730000	10001	*	chr2	153520000	153530000	10001	*	TRUE	FALSE	TRUE
chr2	152720000	152730000	10001	*	chr2	154370000	154380000	10001	*	FALSE	FALSE	TRUE
chr2	153530000	153540000	10001	*	chr2	154380000	154390000	10001	*	TRUE	FALSE	TRUE
chr2	154390000	154400000	10001	*	chr2	155320000	155330000	10001	*	TRUE	FALSE	TRUE
chr2	155320000	155330000	10001	*	chr2	157240000	157250000	10001	*	TRUE	TRUE	TRUE
chr2	155380000	155390000	10001	*	chr2	156110000	156120000	10001	*	FALSE	TRUE	FALSE
chr2	155390000	155400000	10001	*	chr2	156050000	156060000	10001	*	FALSE	FALSE	TRUE
chr2	155390000	155400000	10001	*	chr2	156320000	156330000	10001	*	TRUE	FALSE	FALSE
chr2	156060000	156070000	10001	*	chr2	156320000	156330000	10001	*	FALSE	FALSE	TRUE
chr2	156320000	156330000	10001	*	chr2	156590000	156600000	10001	*	TRUE	TRUE	FALSE
chr2	156330000	156340000	10001	*	chr2	157240000	157250000	10001	*	TRUE	FALSE	FALSE
chr2	156410000	156420000	10001	*	chr2	156600000	156610000	10001	*	FALSE	FALSE	TRUE
chr2	156600000	156610000	10001	*	chr2	157240000	157250000	10001	*	TRUE	TRUE	TRUE
chr2	156610000	156620000	10001	*	chr2	156870000	156880000	10001	*	FALSE	FALSE	TRUE
chr2	156880000	156890000	10001	*	chr2	157240000	157250000	10001	*	FALSE	FALSE	TRUE
chr2	157250000	157260000	10001	*	chr2	157480000	157490000	10001	*	TRUE	TRUE	TRUE
chr2	157250000	157260000	10001	*	chr2	158010000	158020000	10001	*	TRUE	TRUE	TRUE
chr2	157250000	157260000	10001	*	chr2	158850000	158860000	10001	*	TRUE	TRUE	TRUE
chr2	157490000	157500000	10001	*	chr2	157780000	157790000	10001	*	TRUE	FALSE	FALSE
chr2	157490000	157500000	10001	*	chr2	158010000	158020000	10001	*	FALSE	FALSE	TRUE
chr2	157790000	157800000	10001	*	chr2	158010000	158020000	10001	*	TRUE	TRUE	FALSE
chr2	158020000	158030000	10001	*	chr2	158440000	158450000	10001	*	TRUE	TRUE	FALSE
chr2	158020000	158030000	10001	*	chr2	158750000	158760000	10001	*	FALSE	FALSE	TRUE
chr2	158020000	158030000	10001	*	chr2	158850000	158860000	10001	*	TRUE	TRUE	TRUE
chr2	158450000	158460000	10001	*	chr2	158840000	158850000	10001	*	TRUE	TRUE	FALSE
chr2	158840000	158850000	10001	*	chr2	161200000	161210000	10001	*	TRUE	FALSE	FALSE
chr2	158870000	158880000	10001	*	chr2	161160000	161170000	10001	*	FALSE	TRUE	FALSE
chr2	158880000	158890000	10001	*	chr2	159120000	159130000	10001	*	FALSE	FALSE	TRUE
chr2	158880000	158890000	10001	*	chr2	159190000	159200000	10001	*	TRUE	TRUE	TRUE
chr2	158880000	158890000	10001	*	chr2	160060000	160070000	10001	*	FALSE	FALSE	TRUE
chr2	159200000	159210000	10001	*	chr2	159720000	159730000	10001	*	FALSE	FALSE	TRUE
chr2	159200000	159210000	10001	*	chr2	160060000	160070000	10001	*	FALSE	FALSE	TRUE
chr2	159730000	159740000	10001	*	chr2	160060000	160070000	10001	*	FALSE	FALSE	TRUE
chr2	159960000	159970000	10001	*	chr2	160970000	160980000	10001	*	TRUE	FALSE	FALSE
chr2	159960000	159970000	10001	*	chr2	161200000	161210000	10001	*	TRUE	FALSE	FALSE
chr2	160070000	160080000	10001	*	chr2	160320000	160330000	10001	*	FALSE	FALSE	TRUE
chr2	160070000	160080000	10001	*	chr2	161210000	161220000	10001	*	FALSE	FALSE	TRUE
chr2	160080000	160090000	10001	*	chr2	160970000	160980000	10001	*	FALSE	TRUE	TRUE
chr2	160090000	160100000	10001	*	chr2	161160000	161170000	10001	*	FALSE	TRUE	FALSE
chr2	160420000	160430000	10001	*	chr2	160960000	160970000	10001	*	FALSE	FALSE	TRUE
chr2	161170000	161180000	10001	*	chr2	161430000	161440000	10001	*	FALSE	TRUE	FALSE
chr2	161170000	161180000	10001	*	chr2	163130000	163140000	10001	*	FALSE	TRUE	FALSE
chr2	161200000	161210000	10001	*	chr2	162310000	162320000	10001	*	TRUE	TRUE	TRUE
chr2	161220000	161230000	10001	*	chr2	161410000	161420000	10001	*	TRUE	FALSE	TRUE
chr2	161220000	161230000	10001	*	chr2	161570000	161580000	10001	*	TRUE	FALSE	TRUE
chr2	161570000	161580000	10001	*	chr2	162150000	162160000	10001	*	FALSE	TRUE	FALSE
chr2	161580000	161590000	10001	*	chr2	161950000	161960000	10001	*	TRUE	FALSE	TRUE
chr2	162320000	162330000	10001	*	chr2	162810000	162820000	10001	*	TRUE	TRUE	TRUE
chr2	162320000	162330000	10001	*	chr2	163130000	163140000	10001	*	TRUE	TRUE	TRUE
chr2	162850000	162860000	10001	*	chr2	163130000	163140000	10001	*	TRUE	TRUE	TRUE
chr2	163140000	163150000	10001	*	chr2	164070000	164080000	10001	*	TRUE	FALSE	FALSE
chr2	163140000	163150000	10001	*	chr2	164720000	164730000	10001	*	TRUE	TRUE	TRUE
chr2	163200000	163210000	10001	*	chr2	163910000	163920000	10001	*	FALSE	TRUE	FALSE
chr2	163200000	163210000	10001	*	chr2	164060000	164070000	10001	*	FALSE	FALSE	TRUE
chr2	163200000	163210000	10001	*	chr2	164440000	164450000	10001	*	FALSE	TRUE	FALSE
chr2	164080000	164090000	10001	*	chr2	164460000	164470000	10001	*	TRUE	TRUE	FALSE
chr2	164480000	164490000	10001	*	chr2	164720000	164730000	10001	*	TRUE	TRUE	TRUE
chr2	164730000	164740000	10001	*	chr2	164920000	164930000	10001	*	TRUE	TRUE	TRUE
chr2	164730000	164740000	10001	*	chr2	164990000	165000000	10001	*	TRUE	TRUE	TRUE
chr2	164730000	164740000	10001	*	chr2	165940000	165950000	10001	*	TRUE	FALSE	FALSE
chr2	164730000	164740000	10001	*	chr2	166410000	166420000	10001	*	FALSE	FALSE	TRUE
chr2	164730000	164740000	10001	*	chr2	166510000	166520000	10001	*	FALSE	TRUE	FALSE
chr2	165000000	165010000	10001	*	chr2	165210000	165220000	10001	*	TRUE	TRUE	TRUE
chr2	165000000	165010000	10001	*	chr2	165340000	165350000	10001	*	FALSE	TRUE	TRUE
chr2	165320000	165330000	10001	*	chr2	165940000	165950000	10001	*	TRUE	FALSE	FALSE
chr2	165340000	165350000	10001	*	chr2	165700000	165710000	10001	*	TRUE	TRUE	FALSE
chr2	165360000	165370000	10001	*	chr2	165880000	165890000	10001	*	FALSE	TRUE	FALSE
chr2	165890000	165900000	10001	*	chr2	166150000	166160000	10001	*	FALSE	TRUE	TRUE
chr2	165890000	165900000	10001	*	chr2	166410000	166420000	10001	*	FALSE	FALSE	TRUE
chr2	165890000	165900000	10001	*	chr2	166510000	166520000	10001	*	FALSE	TRUE	FALSE
chr2	165950000	165960000	10001	*	chr2	166150000	166160000	10001	*	TRUE	FALSE	FALSE
chr2	165950000	165960000	10001	*	chr2	166440000	166450000	10001	*	TRUE	FALSE	FALSE
chr2	165950000	165960000	10001	*	chr2	168120000	168130000	10001	*	TRUE	FALSE	FALSE
chr2	166140000	166150000	10001	*	chr2	166510000	166520000	10001	*	FALSE	TRUE	FALSE
chr2	166170000	166180000	10001	*	chr2	166430000	166440000	10001	*	TRUE	FALSE	TRUE
chr2	166440000	166450000	10001	*	chr2	167220000	167230000	10001	*	TRUE	FALSE	TRUE
chr2	166440000	166450000	10001	*	chr2	168120000	168130000	10001	*	TRUE	FALSE	TRUE
chr2	166520000	166530000	10001	*	chr2	167220000	167230000	10001	*	FALSE	FALSE	TRUE
chr2	166520000	166530000	10001	*	chr2	168120000	168130000	10001	*	FALSE	TRUE	FALSE
chr2	166580000	166590000	10001	*	chr2	167250000	167260000	10001	*	FALSE	TRUE	FALSE
chr2	167230000	167240000	10001	*	chr2	168120000	168130000	10001	*	TRUE	FALSE	FALSE
chr2	168130000	168140000	10001	*	chr2	168340000	168350000	10001	*	TRUE	TRUE	TRUE
chr2	168130000	168140000	10001	*	chr2	168770000	168780000	10001	*	TRUE	TRUE	TRUE
chr2	168130000	168140000	10001	*	chr2	169420000	169430000	10001	*	TRUE	TRUE	TRUE
chr2	168350000	168360000	10001	*	chr2	168770000	168780000	10001	*	TRUE	TRUE	TRUE
chr2	168930000	168940000	10001	*	chr2	169140000	169150000	10001	*	TRUE	TRUE	TRUE
chr2	168930000	168940000	10001	*	chr2	169420000	169430000	10001	*	TRUE	TRUE	TRUE
chr2	169150000	169160000	10001	*	chr2	169420000	169430000	10001	*	TRUE	TRUE	TRUE
chr2	169430000	169440000	10001	*	chr2	169780000	169790000	10001	*	TRUE	TRUE	TRUE
chr2	169430000	169440000	10001	*	chr2	169930000	169940000	10001	*	TRUE	TRUE	TRUE
chr2	169430000	169440000	10001	*	chr2	170920000	170930000	10001	*	TRUE	TRUE	TRUE
chr2	169940000	169950000	10001	*	chr2	170230000	170240000	10001	*	FALSE	FALSE	TRUE
chr2	170210000	170220000	10001	*	chr2	170920000	170930000	10001	*	TRUE	FALSE	FALSE
